dataset,row_id,full_question,final_ground_truth,hop_questions,hop_ground_truths,hop_responses
musique,2hop__517689_61424,"During the cold war, what happened to the country where Phnom Aural is found?",Cambodian Civil War,"[""Phnom Aural >> country"", ""what happened in Cambodia during the cold war""]","[""Cambodia"", ""Cambodian Civil War""]","[""Cambodia"", ""The Vietnam War and the Cambodian Civil War were ongoing conflicts that involved various countries, including Cambodia, during the Cold War era. The conflict began in 1967 with a communist takeover of Cambodia, led by Pol Pot's Khmer Rouge regime, which was supported by China and North Vietnam. The United States provided military aid to the anti-communist government of Thailand and other Southeast Asian countries.\n\nIn response to the communist insurgency, the US launched Operation Menu, a secret bombing campaign against North Vietnamese targets in Cambodia from 1969 to 1973. The bombing campaign resulted in significant damage to Cambodian infrastructure and civilian populations.\n\nThe conflict""]"
musique,2hop__801079_61424,"During the cold war, what happened to the country where Moat Preah is located?",Cambodian Civil War,"[""Moat Preah >> country"", ""what happened in Cambodia during the cold war""]","[""Cambodia"", ""Cambodian Civil War""]","[""Cambodia"", ""The Vietnam War and the Cambodian Civil War were ongoing conflicts that involved Cambodia during the Cold War era.""]"
musique,2hop__161581_26537,What mountain has the highest elevation in the region where Ladakh found his guidance in religion?,Mount Everest,"[""Where did Ladakh find his guidance in religion?"", ""What is the highest elevation in Tibet ?""]","[""Tibet"", ""Mount Everest""]","[""Tibetan Buddhism."", ""Mount Everest""]"
musique,2hop__733803_26537,What is the highest elevation in the location of the Sino-Nepalese War?,Mount Everest,"[""Sino-Nepalese War >> location"", ""What is the highest elevation in Tibet ?""]","[""Tibet"", ""Mount Everest""]","[""Tibet Autonomous Region (TAR) and Nepal"", ""Mount Everest""]"
musique,2hop__637577_26537,What is the highest elevation in Nawang Khechog's birthplace?,Mount Everest,"[""Nawang Khechog >> place of birth"", ""What is the highest elevation in Tibet ?""]","[""Tibet"", ""Mount Everest""]","[""Tibet"", ""Mount Everest""]"
musique,2hop__664398_26537,What is the highest elevation in the birthplace of Marpa Lotsawa?,Mount Everest,"[""Marpa Lotsawa >> place of birth"", ""What is the highest elevation in Tibet ?""]","[""Tibet"", ""Mount Everest""]","[""Tibet"", ""Mount Everest""]"
musique,2hop__85036_26537,What is the highest elevation in the country whose capital is Lhasa?,Mount Everest,"[""lhasa which is being turned into a culturally chinese city is the capital of what country"", ""What is the highest elevation in Tibet ?""]","[""Tibet"", ""Mount Everest""]","[""Tibet"", ""Mount Everest""]"
musique,2hop__423600_421645,Whose spouse performed Sinatra: Vegas?,Barbara Marx,"[""Sinatra: Vegas >> performer"", ""Frank Sinatra >> spouse""]","[""Frank Sinatra"", ""Barbara Marx""]","[""Frank Sinatra"", ""Barbara Marx""]"
musique,2hop__204374_421645,Who is the spouse of the performer of Moonlight Sinatra?,Barbara Marx,"[""Moonlight Sinatra >> performer"", ""Frank Sinatra >> spouse""]","[""Frank Sinatra"", ""Barbara Marx""]","[""Frank Sinatra"", ""Barbara Marx""]"
musique,2hop__285562_421645,Whose husband released the Sinatra Saga?,Barbara Marx,"[""The Sinatra Saga >> performer"", ""Frank Sinatra >> spouse""]","[""Frank Sinatra"", ""Barbara Marx""]","[""Frank Sinatra"", ""Barbara Marx""]"
musique,2hop__698572_421645,Who was the spouse of the performer who released Frankly Sentimental?,Barbara Marx,"[""Frankly Sentimental >> performer"", ""Frank Sinatra >> spouse""]","[""Frank Sinatra"", ""Barbara Marx""]","[""Frank Sinatra"", ""Barbara Marx""]"
musique,2hop__388168_83854,In what year did the country where you can find Ishango station become independent?,1960,"[""Ishango >> country"", ""when did Democratic Republic of the Congo become independent""]","[""Democratic Republic of the Congo"", ""1960""]","[""Democratic Republic of Congo"", ""December 31, 1960""]"
musique,2hop__842531_83854,When did the country where Tilwezembe is located become independent?,1960,"[""Tilwezembe >> country"", ""when did Democratic Republic of the Congo become independent""]","[""Democratic Republic of the Congo"", ""1960""]","[""Democratic Republic of Congo"", ""October 30, 1960""]"
musique,2hop__248941_83854,When did the country where Bweremana is located become independent?,1960,"[""Bweremana >> country"", ""when did Democratic Republic of the Congo become independent""]","[""Democratic Republic of the Congo"", ""1960""]","[""Democratic Republic of Congo"", ""December 30, 1960""]"
musique,2hop__511953_83854,When did the country Bafwabaka is located in become independent?,1960,"[""Bafwabaka >> country"", ""when did Democratic Republic of the Congo become independent""]","[""Democratic Republic of the Congo"", ""1960""]","[""Democratic Republic of Congo"", ""December 30, 1960""]"
musique,2hop__375473_62031,What waterfall is located in the country where Mudzi District is found?,Victoria Falls,"[""Mudzi District >> country"", ""what is the name of the waterfall in Zimbabwe""]","[""Zimbabwe"", ""Victoria Falls""]","[""Zimbabwe"", ""Victoria Falls.""]"
musique,2hop__314413_62031,What is the name of the waterfall in the country having Mudzi West?,Victoria Falls,"[""Mudzi West >> country"", ""what is the name of the waterfall in Zimbabwe""]","[""Zimbabwe"", ""Victoria Falls""]","[""Zimbabwe"", ""Victoria Falls.""]"
musique,2hop__228219_62031,What is the name of the waterfall in the country where Mazowe District is found?,Victoria Falls,"[""Mazowe District >> country"", ""what is the name of the waterfall in Zimbabwe""]","[""Zimbabwe"", ""Victoria Falls""]","[""Zimbabwe"", ""Victoria Falls.""]"
musique,2hop__370008_62031,What is the name of the waterfall in the country where Chimanimani district is located?,Victoria Falls,"[""Chimanimani District >> country"", ""what is the name of the waterfall in Zimbabwe""]","[""Zimbabwe"", ""Victoria Falls""]","[""Zimbabwe"", ""Victoria Falls.""]"
musique,2hop__647930_62031,What is the name of the waterfall in the country where Chiredzi River is located?,Victoria Falls,"[""Chiredzi River >> country"", ""what is the name of the waterfall in Zimbabwe""]","[""Zimbabwe"", ""Victoria Falls""]","[""Zimbabwe"", ""Victoria Falls.""]"
musique,2hop__449613_62031,What is the name of the waterfall in the country where Tsholotsho District is found?,Victoria Falls,"[""Tsholotsho District >> country"", ""what is the name of the waterfall in Zimbabwe""]","[""Zimbabwe"", ""Victoria Falls""]","[""Zimbabwe"", ""Victoria Falls.""]"
musique,2hop__777786_62031,What is the name of the waterfall in the country where Chikomba District is found?,Victoria Falls,"[""Chikomba District >> country"", ""what is the name of the waterfall in Zimbabwe""]","[""Zimbabwe"", ""Victoria Falls""]","[""Zimbabwe"", ""Victoria Falls.""]"
musique,2hop__771033_62031,What is the name of the waterfall in the nation that contains the Zvimba District?,Victoria Falls,"[""Zvimba District >> country"", ""what is the name of the waterfall in Zimbabwe""]","[""Zimbabwe"", ""Victoria Falls""]","[""Zimbabwe"", ""Victoria Falls.""]"
musique,2hop__530233_62031,What is the name of the waterfall in the country where Marondera East is found?,Victoria Falls,"[""Marondera East >> country"", ""what is the name of the waterfall in Zimbabwe""]","[""Zimbabwe"", ""Victoria Falls""]","[""Zimbabwe"", ""Victoria Falls.""]"
musique,2hop__76267_20713,When was the artist who has had the most top 10 hits born?,"August 16, 1958","[""who has had the most top ten hits"", ""When was Madonna born?""]","[""Madonna"", ""August 16, 1958""]","[""Elton John and Madonna are tied for the most top ten hits on Billboard's Hot 100 chart."", ""August 16, 1958""]"
musique,2hop__11693_20713,What is the birthdate for the person who sang the song Vogue?,"August 16, 1958","[""who sang the hit single \""vogue\""?"", ""When was Madonna born?""]","[""Madonna"", ""August 16, 1958""]","[""Madonna"", ""August 16, 1958""]"
musique,2hop__743201_743037,What country has its main railway station located in the city where Yeh Wei-tze was born?,Taiwan,"[""Yeh Wei-tze >> place of birth"", ""Taipei main station >> country""]","[""Taipei"", ""Taiwan""]","[""Taipei"", ""Taipei Main Station is a major railway station in Taipei, Taiwan.""]"
musique,2hop__6458_60600,When did the iPhone 6 by the creator of Safari come out?,"September 19, 2014","[""Who created Safari?"", ""when did the Apple iphone 6 come out""]","[""Apple"", ""September 19, 2014""]","[""Apple Inc."", ""September 19, 2014""]"
musique,2hop__6458_1094,What was the original price for a replacement battery from the company that created Safari?,$99,"[""Who created Safari?"", ""What was the original price for a replacement battery from Apple ?""]","[""Apple"", ""$99""]","[""Apple Inc."", ""$29.99""]"
musique,2hop__934_60600,When did the iPhone 6 from the iPod manufacturer come out?,"September 19, 2014","[""What company manufactures the iPod?"", ""when did the Apple iphone 6 come out""]","[""Apple"", ""September 19, 2014""]","[""Apple Inc."", ""September 19, 2014""]"
musique,2hop__445223_60600,When did the iPhone 6s from the developer of MessagePad come out?,"September 19, 2014","[""MessagePad >> developer"", ""when did the Apple iphone 6 come out""]","[""Apple"", ""September 19, 2014""]","[""Apple Support"", ""September 19, 2014""]"
musique,2hop__531924_60600,When did the iPhone 6 by the owner of iWork come out?,"September 19, 2014","[""iWork >> owned by"", ""when did the Apple iphone 6 come out""]","[""Apple"", ""September 19, 2014""]","[""Apple Inc."", ""September 19, 2014""]"
musique,2hop__6458_89167,When did the iPhone 6s Plus come out by the manufacturer that created Safari?,"September 25, 2015","[""Who created Safari?"", ""when did the Apple iphone 6s plus come out""]","[""Apple"", ""September 25, 2015""]","[""Apple Inc."", ""September 25, 2015""]"
musique,2hop__930_60600,When did the iphone 6 of the company that produces the iPod come out?,"September 19, 2014","[""Which company produces the iPod?"", ""when did the Apple iphone 6 come out""]","[""Apple"", ""September 19, 2014""]","[""Apple Inc."", ""September 19, 2014""]"
musique,2hop__934_89167,When did the iPhone 6s Plus come out from the iPod manufacturer?,"September 25, 2015","[""What company manufactures the iPod?"", ""when did the Apple iphone 6s plus come out""]","[""Apple"", ""September 25, 2015""]","[""Apple Inc."", ""September 25, 2015""]"
musique,2hop__934_1094,What was the original price for a replacement battery from the manufacturer of the iPod?,$99,"[""What company manufactures the iPod?"", ""What was the original price for a replacement battery from Apple ?""]","[""Apple"", ""$99""]","[""Apple Inc."", ""$29.99""]"
musique,2hop__930_89167,When did the iPhone 6s plus of the company that produces iPod come out?,"September 25, 2015","[""Which company produces the iPod?"", ""when did the Apple iphone 6s plus come out""]","[""Apple"", ""September 25, 2015""]","[""Apple Inc."", ""September 25, 2015""]"
musique,2hop__445223_1094,What was the original price for a replacement battery from the MessagePad developer?,$99,"[""MessagePad >> developer"", ""What was the original price for a replacement battery from Apple ?""]","[""Apple"", ""$99""]","[""Apple Support"", ""$29.99""]"
musique,2hop__531924_1094,What was the original price for a replacement battery from the company that owns iWork?,$99,"[""iWork >> owned by"", ""What was the original price for a replacement battery from Apple ?""]","[""Apple"", ""$99""]","[""Apple Inc."", ""$29.99""]"
musique,2hop__930_1094,What was the original price for a replacement battery from the producer of iPod?,$99,"[""Which company produces the iPod?"", ""What was the original price for a replacement battery from Apple ?""]","[""Apple"", ""$99""]","[""Apple Inc."", ""$29.99""]"
musique,2hop__445223_89167,When did the iPhone 6s Plus from the developer of MessagePad come out?,"September 25, 2015","[""MessagePad >> developer"", ""when did the Apple iphone 6s plus come out""]","[""Apple"", ""September 25, 2015""]","[""Apple Support"", ""September 25, 2015""]"
musique,2hop__681648_60600,When did the iPhone 6 by the manufacturer of MacBook Pro come out?,"September 19, 2014","[""MacBook Pro >> manufacturer"", ""when did the Apple iphone 6 come out""]","[""Apple"", ""September 19, 2014""]","[""Apple Inc."", ""September 19, 2014""]"
