reason,response_excerpt,status,uid
r1_alias_not_found,Wu Cheng'en,failed,615
r1_alias_not_found,Philip Pullman,failed,616
r1_alias_not_found,Edgar Allan Poe,failed,617
r1_alias_not_found,João Guimarães Rosas,failed,618
r1_alias_not_found,Ernest Hemingway,failed,619
r1_alias_not_found,Franz Fanon.,failed,620
r1_alias_not_found,John Milton,failed,622
r1_alias_not_found,Robert A. Heinlein,failed,623
r1_alias_not_found,Jeannette Walls,failed,624
r1_alias_not_found,John Newbery,failed,625
r1_alias_not_found,Paul Bowles,failed,626
r2_alias_not_found,"I couldn't find any information on a person named Kristin Cashore. It's possible that you may be thinking of Kristin Cashore, an American author known for her fantasy novels, including ""Graceling"". If",failed,613
r1_alias_not_found,John Dewey,failed,628
r1_alias_not_found,Rabindranath Tagore,failed,627
r1_alias_not_found,Jonathan Tropper,failed,629
r1_alias_not_found,Italo Calvino,failed,630
r1_alias_not_found,Sylvia Plath,failed,632
r1_alias_not_found,Kazuo Ishiguro,failed,633
r1_alias_not_found,Giancarlo D'Amore,failed,635
r2_alias_not_found,Mysore.,failed,634
r2_alias_not_found,I don't have enough information to determine which city John Green was born in. Can you provide more context or clarify who John Green is?,failed,631
r1_alias_not_found,Kazuo Ishiguro,failed,636
r1_alias_not_found,John Milton,failed,638
r1_alias_not_found,Ann Radcliffe,failed,639
r1_alias_not_found,Abdullah ibn al-Husayn al-Busali,failed,637
r1_alias_not_found,Laurie Lee,failed,640
r1_alias_not_found,John Steinbeck,failed,641
r1_alias_not_found,Michael Kubani,failed,642
r1_alias_not_found,John Wyndham,failed,644
r1_alias_not_found,Hiroshi Teshigahara,failed,643
r1_alias_not_found,Daniel Woodrell,failed,645
r1_alias_not_found,John Buchan,failed,646
r1_alias_not_found,Vesna Goldstein,failed,647
r1_alias_not_found,Kazuo Ishiguro,failed,648
r1_alias_not_found,Jonathan Swift,failed,649
r1_alias_not_found,Liu Cixin,failed,650
r1_alias_not_found,Robert Walser,failed,651
r1_alias_not_found,Isaac Asimov,failed,652
r1_alias_not_found,Philip Kerr,failed,653
r1_alias_not_found,Colleen Hoover,failed,655
r1_alias_not_found,C.S. Lewis,failed,654
r1_alias_not_found,Edgar Allan Poe,failed,656
r1_alias_not_found,Paul Auster,failed,657
r1_alias_not_found,John Buchan,failed,658
r1_alias_not_found,Giovanni Boccaccio,failed,659
r1_alias_not_found,Kathryn Stockett,failed,660
r1_alias_not_found,John Steinbeck,failed,661
r1_alias_not_found,Gillian Flynn,failed,662
r1_alias_not_found,John le Carré,failed,663
r1_alias_not_found,Robert F. Kennedy Jr.,failed,664
r1_alias_not_found,John Jakes,failed,666
r1_alias_not_found,John Christopher,failed,667
r1_alias_not_found,John Fowles,failed,669
r2_alias_not_found,Rome.,failed,665
r1_alias_not_found,John Jakes,failed,670
r1_alias_not_found,Yukio Mishima,failed,671
r1_alias_not_found,Robert A. Heinlein,failed,672
r2_alias_not_found,Lagos.,failed,668
r1_alias_not_found,John Fowles,failed,673
r1_alias_not_found,Hermann Hesse,failed,674
r1_alias_not_found,Jean-Jacques Rousseau,failed,675
r1_alias_not_found,Sofonisba Anguissola.,failed,676
r1_alias_not_found,Bertolt Brecht,failed,677
r1_alias_not_found,John Scalzi,failed,678
r1_alias_not_found,Jeannette Walls,failed,679
r1_alias_not_found,Hermann Hesse,failed,680
r1_alias_not_found,François Truffaut,failed,681
r1_alias_not_found,François Rabelais,failed,682
r1_alias_not_found,Kazuo Ishiguro,failed,683
r1_alias_not_found,John Green,failed,685
r1_alias_not_found,I couldn't find any information on a novelist named Thendara House.,failed,684
r1_alias_not_found,Edgar Rice Burroughs,failed,686
r1_alias_not_found,Edith Wharton,failed,687
r1_alias_not_found,John Updike,failed,688
r1_alias_not_found,Julian Barnes,failed,691
r1_alias_not_found,Kurt Vonnegut,failed,692
r2_alias_not_found,I don't have information on a person named James Frey. Can you provide more context or details about who James Frey is?,failed,689
r1_alias_not_found,Jonathan Lethem,failed,693
r1_alias_not_found,Katherine Addison,failed,694
r1_alias_not_found,"I couldn't find any information on a novel called ""Castle to Castle"". It's possible that it's a lesser-known or unpublished work, or it may be a misspelling or incorrect title. If you could provide mo",failed,690
r1_alias_not_found,John Bunyan,failed,695
r1_alias_not_found,Alice Walker,failed,696
r1_alias_not_found,Robert W. Bly,failed,697
r1_alias_not_found,Paul Auster,failed,698
r1_alias_not_found,L. Frank Baum,failed,699
r1_alias_not_found,Gabriel García Márquez,failed,700
r1_alias_not_found,Salman Rushdie,failed,701
r1_alias_not_found,John Kenneth Galbraith,failed,702
r1_alias_not_found,John Updike,failed,703
r1_alias_not_found,John Dryden,failed,704
r1_alias_not_found,Patroclus Joubert,failed,705
r1_alias_not_found,Nathaniel Philbrick,failed,706
r1_alias_not_found,Robert A. Heinlein,failed,707
r1_alias_not_found,Salman Rushdie,failed,708
r1_alias_not_found,Kim Jong-un,failed,709
r1_alias_not_found,Leo Tolstoy,failed,710
r1_alias_not_found,Judy Malloy,failed,711
r1_alias_not_found,Dan Simmons,failed,713
r1_alias_not_found,John Lefevre,failed,712
r1_alias_not_found,John le Carré,failed,714
r1_alias_not_found,Alice Walker,failed,715
r1_alias_not_found,Edith Nesbit,failed,716
r1_alias_not_found,R.K. Narayan,failed,717
r1_alias_not_found,John Scalzi,failed,718
r1_alias_not_found,Glendon Swain,failed,719
r1_alias_not_found,John Milton,failed,720
r1_alias_not_found,Richard Ford,failed,721
r1_alias_not_found,Herman Hesse,failed,723
r1_alias_not_found,Anne Tyler,failed,722
r1_alias_not_found,Kazuo Ishiguro,failed,724
r1_alias_not_found,Neil Gaiman,failed,726
r1_alias_not_found,John Updike,failed,725
r1_alias_not_found,John le Carré,failed,727
r1_alias_not_found,Khaled Hosseini,failed,728
r1_alias_not_found,Peter Singer,failed,730
r1_alias_not_found,Richard Russo,failed,731
r1_alias_not_found,Salman Rushdie,failed,732
r1_alias_not_found,Edmund Dulac,failed,733
r1_alias_not_found,Liu Yuwen,failed,734
r1_alias_not_found,H.G. Wells,failed,735
r1_alias_not_found,Colson Whitehead,failed,737
r1_alias_not_found,"I couldn't find any information on a novel called ""The Iron Candlestick"". It's possible that it's a lesser-known or self-published book, or it may not be a well-known work. If you could provide more c",failed,729
r1_alias_not_found,A.A. Milne,failed,738
r2_alias_not_found,Bengaluru.,failed,736
r1_alias_not_found,Vladimir Nabokov,failed,739
r1_alias_not_found,James Joyce,failed,740
r1_alias_not_found,Hermann Hesse,failed,741
r1_alias_not_found,David Guterson,failed,743
r1_alias_not_found,John Langan,failed,742
r1_alias_not_found,Colson Whitehead,failed,744
r1_alias_not_found,Frances Hodgson Burnett,failed,746
r1_alias_not_found,Kamaladevi Chattopadhyay,failed,745
r1_alias_not_found,Robert Harris,failed,747
r2_alias_not_found,"Portland, Oregon.",failed,748
r1_alias_not_found,Jean-Paul Sartre.,failed,751
r1_alias_not_found,Alice Hoffman,failed,752
r1_alias_not_found,Homer,failed,753
r1_alias_not_found,"I couldn't find any information on a novel called ""Shajara-i Tarākima"". It's possible that it's a lesser-known or obscure work. If you could provide more context or details, I may be able to help furt",failed,750
r1_alias_not_found,Hermann Hesse,failed,754
r1_alias_not_found,Jonathan Lethem,failed,755
r1_alias_not_found,Gianfrancesco Straparola,failed,756
r1_alias_not_found,Rahul Sankranti,failed,757
r1_alias_not_found,Salman Rushdie,failed,758
r1_alias_not_found,John Grisham,failed,759
r1_alias_not_found,Hermann Hesse,failed,760
r1_alias_not_found,Mary Stewart,failed,762
r1_alias_not_found,Katherine Paterson,failed,761
r1_alias_not_found,Paul Auster,failed,763
r1_alias_not_found,John le Carré,failed,765
r1_alias_not_found,Bernardine Fisher,failed,764
r1_alias_not_found,Hans Egede,failed,766
r1_alias_not_found,Wen Jiang.,failed,767
r1_alias_not_found,Edgar Allan Poe,failed,768
r1_alias_not_found,Ernesto Cheever,failed,769
r1_alias_not_found,Lucy Maud Montgomery,failed,770
r1_alias_not_found,Joseph Conrad,failed,771
r1_alias_not_found,Robert Louis Stevenson,failed,772
r1_alias_not_found,Herman Melville,failed,773
r1_alias_not_found,John Jakes,failed,774
r1_alias_not_found,Robert A. Heinlein,failed,776
r1_alias_not_found,Robert A. Heinlein,failed,777
r1_alias_not_found,Edith Pattou,failed,778
r1_alias_not_found,Holly Black,failed,779
r1_alias_not_found,John Gardner,failed,780
r1_alias_not_found,John Steinbeck,failed,781
r1_alias_not_found,Erving Goffman,failed,782
r1_alias_not_found,Neil Gaiman,failed,783
r1_alias_not_found,"I couldn't find any information on a novel called ""Flirtation"". It's possible that it's a lesser-known or unpublished work, or it may be a misspelling or incorrect title. Can you provide more context ",failed,775
r1_alias_not_found,John Christopher,failed,784
r1_alias_not_found,George Orwell,failed,786
r1_alias_not_found,Robert Stone,failed,785
r1_alias_not_found,Juan Rulfo,failed,787
r1_alias_not_found,Kathryn Stockett,failed,788
r1_alias_not_found,Alan Hollinghurst,failed,789
r1_alias_not_found,Jonathan Franzen,failed,791
r1_alias_not_found,Kurt Vonnegut,failed,790
r1_alias_not_found,Richard Bachman,failed,792
r1_alias_not_found,Kathryn Lasky,failed,793
r1_alias_not_found,Jean-Paul Sartre,failed,794
r1_alias_not_found,Friedrich Engels,failed,795
r1_alias_not_found,John Eldredge,failed,796
r1_alias_not_found,Hans Christian Andersen,failed,797
r1_alias_not_found,Nikolai Gogol,failed,798
r1_alias_not_found,Edwin Gabbard,failed,799
r1_alias_not_found,Katherine Neville,failed,800
r1_alias_not_found,Mary Ann Shaffer,failed,801
r1_alias_not_found,Yukio Mishima,failed,803
r1_alias_not_found,"Ernesto ""Che"" Guevara",failed,802
r1_alias_not_found,John Steinbeck,failed,804
r1_alias_not_found,John Gardner,failed,806
r1_alias_not_found,H.R. Lockwood,failed,805
r1_alias_not_found,Flora Thompson,failed,807
r1_alias_not_found,Robert Jordan,failed,808
r1_alias_not_found,Alan Durner,failed,809
r1_alias_not_found,Abu Nuwas,failed,810
r1_alias_not_found,John Grisham,failed,811
r1_alias_not_found,Lao She,failed,812
r1_alias_not_found,Rudyard Kipling,failed,813
r1_alias_not_found,John Steinbeck,failed,815
r1_alias_not_found,John Updike,failed,816
r2_alias_not_found,Charlotte.,failed,814
r1_alias_not_found,Nikolai Gogol,failed,817
r1_alias_not_found,John Scalzi,failed,819
r1_alias_not_found,Vladimir Nabokov,failed,818
r1_alias_not_found,Rabindranath Tagore,failed,820
r1_alias_not_found,Katharine Hepburn,failed,821
r1_alias_not_found,Kathleen E. Woodiwiss,failed,822
r1_alias_not_found,Ruth Rendell,failed,823
r1_alias_not_found,Neil Gaiman,failed,824
r1_alias_not_found,Jonathan Tropper,failed,825
r1_alias_not_found,Nancy Cartwright,failed,826
r1_alias_not_found,Henry Martyn Ward,failed,827
r1_alias_not_found,Henrik Ibsen,failed,828
r1_alias_not_found,G.K. Chesterton,failed,830
r1_alias_not_found,Mary Ann Shaffer,failed,831
r1_alias_not_found,H.G. Wells,failed,832
r1_alias_not_found,Harry Potter,failed,833
r2_alias_not_found,New Orleans.,failed,829
r1_alias_not_found,James Joyce,failed,834
r1_alias_not_found,Erving Goffman,failed,835
r1_alias_not_found,Rudolph Peters,failed,836
r1_alias_not_found,Herman Wouk,failed,837
r1_alias_not_found,Anne Tyler,failed,838
r1_alias_not_found,Edith Nesbit,failed,839
r1_alias_not_found,Josephine Tey,failed,840
r1_alias_not_found,Kazuo Ishiguro,failed,841
r1_alias_not_found,John Irving,failed,842
r1_alias_not_found,David Suchet,failed,843
r1_alias_not_found,Salman Rushdie,failed,845
r1_alias_not_found,Richard Russo,failed,846
r1_alias_not_found,Abdullah ibn Muhammad al-Maqami,failed,844
r1_alias_not_found,Peter L. Bernstein,failed,847
r1_alias_not_found,Hideo Murakami,failed,848
r1_alias_not_found,Neil Gaiman,failed,849
r1_alias_not_found,Paul of Tarsus.,failed,850
r1_alias_not_found,A.M. Rosenthal,failed,851
r1_alias_not_found,Edith Wharton,failed,852
r1_alias_not_found,John Gardner,failed,853
r1_alias_not_found,Edmund White,failed,854
r1_alias_not_found,Salman Rushdie,failed,856
r1_alias_not_found,Kazuo Ishiguro,failed,855
r1_alias_not_found,Ann Radcliffe,failed,857
r1_alias_not_found,Toni Morrison,failed,858
r1_alias_not_found,Rahul Malhotra,failed,859
r1_alias_not_found,Vladimir Nabokov,failed,860
r1_alias_not_found,Khaled Hosseini,failed,861
r1_alias_not_found,Ernest Hemingway,failed,862
r1_alias_not_found,John Green,failed,864
r1_alias_not_found,Rajkumar Hirani,failed,863
r1_alias_not_found,Katherine Howe,failed,865
r1_alias_not_found,John Donne,failed,867
r1_alias_not_found,Liane Moriarty,failed,868
r1_alias_not_found,Boris Akhmatov,failed,869
r1_alias_not_found,Barry Jenkins,failed,870
r1_alias_not_found,Lev Grossman,failed,871
r2_alias_not_found,"Lagos, Nigeria.",failed,866
r1_alias_not_found,John Steinbeck,failed,873
r1_alias_not_found,Paul Theroux,failed,874
r1_alias_not_found,Vladimir Nabokov,failed,875
r1_alias_not_found,Edmund Hardy,failed,876
r1_alias_not_found,John Updike,failed,877
r1_alias_not_found,Robert A. Heinlein,failed,878
r1_alias_not_found,David Guterson,failed,879
r1_alias_not_found,"I couldn't find any information on a novel called ""Anéantir"". It's possible that it's a lesser-known or self-published book, or it may not be a well-documented work. If you could provide more context ",failed,872
r1_alias_not_found,Blaise Caisse,failed,880
r1_alias_not_found,Kazuo Ishiguro,failed,881
r1_alias_not_found,Hermann Hesse,failed,882
r1_alias_not_found,Hermann Hesse,failed,883
r1_alias_not_found,Alan Garner,failed,885
r1_alias_not_found,John Updike,failed,886
r1_alias_not_found,Władysław Reymont,failed,884
r1_alias_not_found,Khaled Hosseini,failed,887
r1_alias_not_found,John Steinbeck,failed,888
r1_alias_not_found,John Milton,failed,889
r1_alias_not_found,John Updike,failed,890
r1_alias_not_found,George Orwell,failed,891
r1_alias_not_found,Salman Rushdie,failed,892
r1_alias_not_found,John Irving,failed,894
r1_alias_not_found,Izvor Gurney,failed,893
r1_alias_not_found,Edith Wharton,failed,895
r1_alias_not_found,Paul Auster,failed,896
r1_alias_not_found,Edith Wharton,failed,897
r1_alias_not_found,Vladimir Nabokov,failed,898
r1_alias_not_found,Herman Shmerling,failed,899
r1_alias_not_found,John Jakes,failed,900
r1_alias_not_found,John Fowles,failed,902
r1_alias_not_found,John Bunyan,failed,903
r1_alias_not_found,Jean-Paul Sartre,failed,904
r1_alias_not_found,Bret Easton Ellis,failed,905
r2_alias_not_found,Edinburgh.,failed,901
r1_alias_not_found,Neil Gaiman,failed,906
r1_alias_not_found,Gillian Flynn,failed,908
r1_alias_not_found,Anne Bronte,failed,909
r1_alias_not_found,George Orwell,failed,910
r1_alias_not_found,Gabriel García Márquez,failed,911
r1_alias_not_found,Katherine Neville,failed,912
r1_alias_not_found,John Milton,failed,913
r1_alias_not_found,João Guimarães Rosas,failed,914
r1_alias_not_found,Giovanni Boccaccio,failed,915
r1_alias_not_found,"I couldn't find any information on a novel called ""Conversations with Professor Y"". It's possible that it's a lesser-known or unpublished work, or it may be a misspelling or incorrect title. If you co",failed,907
r1_alias_not_found,Edith Wharton,failed,916
r1_alias_not_found,George MacDonald,failed,917
r1_alias_not_found,Robert E. Howard,failed,919
r1_alias_not_found,Kurt Vonnegut,failed,918
r1_alias_not_found,John Grisham,failed,920
r1_alias_not_found,Robert Morgan,failed,922
r1_alias_not_found,John Boyne,failed,921
r1_alias_not_found,Giancarlo D'Amore,failed,924
r1_alias_not_found,Michael Morpurgo,failed,925
r1_alias_not_found,Paula Hawkins,failed,926
r1_alias_not_found,Maeve Garvey,failed,927
r1_alias_not_found,John Bunyan.,failed,928
r1_alias_not_found,James McBride,failed,930
r1_alias_not_found,Edgar Allan Poe,failed,929
r1_alias_not_found,John Green,failed,931
r1_alias_not_found,Robert Ludlum,failed,932
r1_alias_not_found,Abdullah ibn Umar,failed,933
r1_alias_not_found,Kazuo Ishiguro,failed,934
r1_alias_not_found,Katherine Arden,failed,935
r1_alias_not_found,John Irving,failed,936
r1_alias_not_found,John Connolly,failed,938
r1_alias_not_found,Edna St. Vincent Millay,failed,937
r1_alias_not_found,Rahul Malhotra,failed,939
r1_alias_not_found,John Steinbeck,failed,941
r1_alias_not_found,Sachchidananda Dasgupta,failed,940
r1_alias_not_found,Paula Hawkins.,failed,942
r1_alias_not_found,Uri Rabinovich,failed,944
r1_alias_not_found,Edith Wharton,failed,943
r1_alias_not_found,Audrey Niffenegger,failed,945
r1_alias_not_found,Khaled Hosseini,failed,946
r1_alias_not_found,John Buchan,failed,947
r1_alias_not_found,Paul Auster,failed,948
r1_alias_not_found,Paul Auster,failed,949
r1_alias_not_found,Robert Jay Lifton,failed,950
r1_alias_not_found,Anne Bronte,failed,951
r1_alias_not_found,João Guimarães Rosa,failed,952
r1_alias_not_found,Rabindranath Tagore,failed,953
r1_alias_not_found,Charles Dickens,failed,955
r1_alias_not_found,Viljami Kivimäki,failed,954
r1_alias_not_found,Hernán Cortés,failed,956
r1_alias_not_found,Ernest Hemingway,failed,957
r1_alias_not_found,Rumi,failed,958
r1_alias_not_found,John Fowles,failed,960
r1_alias_not_found,Abd al-Rahman Ibn Khaldun,failed,959
r1_alias_not_found,John Milton,failed,961
r1_alias_not_found,Rajinder Gupta,failed,962
r1_alias_not_found,Kathryn Knight,failed,963
r1_alias_not_found,Edgar Allan Poe,failed,964
r1_alias_not_found,Henry James,failed,965
r1_alias_not_found,Kathryn Stockett,failed,966
r1_alias_not_found,Richard Scarry,failed,967
r1_alias_not_found,Carlos Fuentes,failed,968
r1_alias_not_found,Neils Gammelgaard,failed,969
r1_alias_not_found,Khaled Hosseini,failed,970
r1_alias_not_found,John Keats,failed,971
r1_alias_not_found,John Green,failed,974
r1_alias_not_found,Robert Ludlum,failed,975
r1_alias_not_found,Herman Shumacher,failed,976
r1_alias_not_found,"I couldn't find any information on a novel called ""The Harafish"". Could you provide more context or details about the book? I'll do my best to help.",failed,973
